Lime question,-----current variable name,variable,dummyVariable,variableType,method,target,databaseStart,variableStart,variableStartType,catValues,numValidCat,catLabel,catLabelLong,units,low,high,From,interval,catStartLabel,reference,variableStartShortLabel,variableStartLabel,Notes
,ReducActivitiesWork,RAC_2B2,RAC_2B2_cat4_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACC_2B2, cchs-82M0013-E-2005-c3-1-main-file::RACE_2B2, [RAC_2B2]",cat,1,4,Sometimes,Sometimes,N/A,1,1,1:1,,Sometimes,,Reduction kind/amount act. - at work,"Does a long-term physical condition or mental condition or health problem, reduce the amount or the kind of activity you can do at work?",
,ReducActivitiesWork,RAC_2B2,RAC_2B2_cat4_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file,",cat,2,4,Often,Often,N/A,2,2,2:2,,Often,,Reduction kind/amount act. - at work,"Does a long-term physical condition or mental condition or health problem, reduce the amount or the kind of activity you can do at work?",
,ReducActivitiesWork,RAC_2B2,RAC_2B2_cat4_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file,",cat,3,4,Never ,Never ,N/A,3,3,3:3,,Never ,,Reduction kind/amount act. - at work,"Does a long-term physical condition or mental condition or health problem, reduce the amount or the kind of activity you can do at work?",
,ReducActivitiesWork,RAC_2B2,RAC_2B2_cat4_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file,",cat,4,4,Has no job,Has no job,N/A,4,4,4:4,,Has no job,,Reduction kind/amount act. - at work,"Does a long-term physical condition or mental condition or health problem, reduce the amount or the kind of activity you can do at work?",
,ReducActivitiesWork,RAC_2B2,RAC_2B2_cat4_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file,",cat,NA,4,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Reduction kind/amount act. - at work,"Does a long-term physical condition or mental condition or health problem, reduce the amount or the kind of activity you can do at work?",
,ReducOtherActivities,RAC_2C,RAC_2C_cat3_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACA_2C, cchs-82M0013-E-2003-c2-1-General File::RACC_2C, cchs-82M0013-E-2005-c3-1-main-file::RACE_2C, [RAC_2C] ",cat,1,3,Sometimes,Sometimes,N/A,1,1,1:1,,Sometimes,,Reduction - other activities,"Does a long-term physical condition or mental condition or health problem reduce the amount or the kind of activity you can do in other activities, for example, transportation or leisure?",
,ReducOtherActivities,RAC_2C,RAC_2C_cat3_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACA_2C, cchs-82M0013-E-2003-c2-1-General File::RACC_2C, cchs-82M0013-E-2005-c3-1-main-file::RACE_2C, [RAC_2C] ",cat,2,3,Often,Often,N/A,2,2,2:2,,Often,,Reduction - other activities,"Does a long-term physical condition or mental condition or health problem reduce the amount or the kind of activity you can do in other activities, for example, transportation or leisure?",
,ReducOtherActivities,RAC_2C,RAC_2C_cat3_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACA_2C, cchs-82M0013-E-2003-c2-1-General File::RACC_2C, cchs-82M0013-E-2005-c3-1-main-file::RACE_2C, [RAC_2C] ",cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Reduction - other activities,"Does a long-term physical condition or mental condition or health problem reduce the amount or the kind of activity you can do in other activities, for example, transportation or leisure?",
,ReducOtherActivities,RAC_2C,RAC_2C_cat3_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACA_2C, cchs-82M0013-E-2003-c2-1-General File::RACC_2C, cchs-82M0013-E-2005-c3-1-main-file::RACE_2C, [RAC_2C] ",cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Reduction - other activities,"Does a long-term physical condition or mental condition or health problem reduce the amount or the kind of activity you can do in other activities, for example, transportation or leisure?",
,CauseHealthProb,RACG5,RACG5_cat6_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,1,6,Injury,Injury,N/A,1,1,1:1,,Injury,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG5,RACG5_cat6_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,2,6,Disease/illness,Disease/illness,N/A,2,2,2:2,,Disease/illness,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG5,RACG5_cat6_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,3,6,Aging,Aging,N/A,3,3,3:3,,Aging,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG5,RACG5_cat6_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,4,6,Existed at birth,Existed at birth,N/A,4,4,4:4,,Existed at birth,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG5,RACG5_cat6_5,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,5,6,Work conditions,Work conditions,N/A,5,5,5:5,,Work conditions,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG6,RACG6_cat6_6,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,6,6,Other,Other,N/A,6,6,6:6,,Other,,Cause of health problem,Cause of health problem,
,CauseHealthProb,RACG5,RACG5_cat6_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCG5, cchs-82M0013-E-2005-c3-1-main-file::RACEG5, [RACG5] ",cat,NA,6,missing,missing,N/A,96,99,96:99,,not applicable (96); don't know (97); refusal (98); not stated (99),,Cause of health problem,Cause of health problem,
,ImpactHealthProb,RACDIMP,RACDIMP_cat3_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACADIMP, cchs-82M0013-E-2003-c2-1-General File::RACCDIMP, cchs-82M0013-E-2005-c3-1-main-file::RACEDIMP, [RACDIMP]",cat,1,3,Sometimes,Sometimes,N/A,1,1,1:1,,Sometimes,,Impact of health problems,Impact of health problems,
,ImpactHealthProb,RACDIMP,RACDIMP_cat3_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACADIMP, cchs-82M0013-E-2003-c2-1-General File::RACCDIMP, cchs-82M0013-E-2005-c3-1-main-file::RACEDIMP, [RACDIMP]",cat,2,3,Often,Often,N/A,2,2,2:2,,Often,,Impact of health problems,Impact of health problems,
,ImpactHealthProb,RACDIMP,RACDIMP_cat3_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACADIMP, cchs-82M0013-E-2003-c2-1-General File::RACCDIMP, cchs-82M0013-E-2005-c3-1-main-file::RACEDIMP, [RACDIMP]",cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Impact of health problems,Impact of health problems,
,ImpactHealthProb,RACDIMP,RACDIMP_cat3_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::RACADIMP, cchs-82M0013-E-2003-c2-1-General File::RACCDIMP, cchs-82M0013-E-2005-c3-1-main-file::RACEDIMP, [RACDIMP]",cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Impact of health problems,Impact of health problems,
,ParticpActivityLimit,RACDPAL,RACDPAL_cat3_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCDPAL, cchs-82M0013-E-2005-c3-1-main-file::RACEDPAL, [RACDPAL]",cat,1,3,Sometimes,Sometimes,N/A,1,1,1:1,,Sometimes,,Participation and activity limitation,Participation and activity limitation,
,ParticpActivityLimit,RACDPAL,RACDPAL_cat3_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCDPAL, cchs-82M0013-E-2005-c3-1-main-file::RACEDPAL, [RACDPAL]",cat,2,3,Often,Often,N/A,2,2,2:2,,Often,,Participation and activity limitation,Participation and activity limitation,
,ParticpActivityLimit,RACDPAL,RACDPAL_cat3_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCDPAL, cchs-82M0013-E-2005-c3-1-main-file::RACEDPAL, [RACDPAL]",cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Participation and activity limitation,Participation and activity limitation,
,ParticpActivityLimit,RACDPAL,RACDPAL_cat3_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2003-c2-1-General File::RACCDPAL, cchs-82M0013-E-2005-c3-1-main-file::RACEDPAL, [RACDPAL]",cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Participation and activity limitation,Participation and activity limitation,
,Edu2,EDUDR04,EDUDR04_cat4_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::EDUADR04, cchs-82M0013-E-2003-c2-1-General File::EDUCDR04, cchs-82M0013-E-2005-c3-1-main-file::EDUEDR04, [EDUDR04]",cat,1,4,Less than high school,Less than High School,N/A,1,1,1:1,"[,]",< Than Secondary,1,Education,Highest level/education - respondent 4 levels - (D),
,Edu2,EDUDR04,EDUDR04_cat4_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::EDUADR04, cchs-82M0013-E-2003-c2-1-General File::EDUCDR04, cchs-82M0013-E-2005-c3-1-main-file::EDUEDR04, [EDUDR04]",cat,2,4,High school graduate,High School Graduate,N/A,2,2,2:2,"[,]",Secondary grad,0,Education,Highest level/education - respondent 4 levels - (D),
,Edu2,EDUDR04,EDUDR04_cat4_3,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::EDUADR04, cchs-82M0013-E-2003-c2-1-General File::EDUCDR04, cchs-82M0013-E-2005-c3-1-main-file::EDUEDR04, [EDUDR04]",cat,3,4,Some post-secondary education,Some post-secondary education,N/A,3,3,3:3,"[,]",Other post-sec.,0,Education,Highest level/education - respondent 4 levels - (D),
,Edu2,EDUDR04,EDUDR04_cat4_4,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-E-2007-2008-AnnualComponent, CCHS-82M0013-E-2009-2010-Annualcomponent, CCHS-82M0013-E-2010-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::EDUADR04, cchs-82M0013-E-2003-c2-1-General File::EDUCDR04, cchs-82M0013-E-2005-c3-1-main-file::EDUEDR04, [EDUDR04]",cat,4,4,Post-secondary graduate,Post-secondary graduate,N/A,4,4,4:4,"[,]",Post-sec. grad,0,Education,Highest level/education - respondent 4 levels - (D),
